city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2024-11-27,51.7,42.7,47.3,51.7,37.4,45.0,27.7,46.8,0.0,0,0.0,,0.0,0.0,21.9,10.7,249.7,1016.1,35.5,9.9,112.8,9.6,5,10.0,2024-11-27T06:57:12,2024-11-27T16:30:22,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-28,49.3,42.7,45.9,49.3,35.4,42.2,37.2,73.0,0.656,100,41.67,rain,0.0,0.0,31.6,18.2,315.3,1005.1,81.9,7.2,10.8,0.9,1,10.0,2024-11-28T06:58:16,2024-11-28T16:30:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-29,46.8,35.3,41.5,42.8,27.6,36.2,26.8,55.9,0.002,100,4.17,rain,0.0,0.0,29.8,14.1,256.2,1011.7,52.5,9.9,55.6,4.8,5,10.0,2024-11-29T06:59:19,2024-11-29T16:29:40,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-30,39.5,30.5,34.3,33.7,20.8,26.6,15.4,46.3,0.0,0,0.0,,0.0,0.0,25.9,15.6,273.6,1015.5,13.5,9.9,112.6,9.7,5,10.0,2024-11-30T07:00:21,2024-11-30T16:29:23,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-01,37.8,27.0,32.1,29.5,16.2,24.1,10.8,41.3,0.0,0,0.0,,0.0,0.0,30.0,16.1,259.2,1018.5,23.0,9.9,72.8,6.2,5,10.0,2024-12-01T07:01:23,2024-12-01T16:29:07,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-02,38.7,29.9,34.0,33.4,21.5,27.6,15.8,47.2,0.0,0,0.0,,0.0,0.0,23.0,12.8,297.6,1020.4,26.7,9.9,104.2,9.0,5,10.0,2024-12-02T07:02:23,2024-12-02T16:28:54,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-03,41.5,32.6,36.4,39.1,25.1,30.1,19.4,50.9,0.0,0,0.0,,0.0,0.0,31.2,14.0,291.2,1023.5,72.4,9.9,87.5,7.6,5,10.0,2024-12-03T07:03:22,2024-12-03T16:28:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-04,41.4,30.4,36.1,35.7,24.0,31.2,18.4,49.0,0.0,0,0.0,,0.0,0.0,39.6,16.4,216.1,1019.6,51.9,9.9,64.5,5.6,4,10.0,2024-12-04T07:04:20,2024-12-04T16:28:35,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-05,39.5,32.3,36.8,35.8,21.7,28.6,24.3,62.1,0.105,100,16.67,"rain,snow",0.4,0.0,45.9,27.4,259.1,1004.0,72.6,9.4,63.0,5.4,4,10.0,2024-12-05T07:05:17,2024-12-05T16:28:29,0.16,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-06,34.8,30.3,32.5,26.6,19.8,23.6,10.4,39.8,0.0,0,0.0,,0.0,0.0,32.7,17.7,293.4,1017.6,47.5,9.9,113.9,9.8,5,10.0,2024-12-06T07:06:13,2024-12-06T16:28:26,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-07,40.6,31.5,35.8,34.3,21.7,28.2,15.7,43.8,0.0,0,0.0,,0.0,0.0,29.8,15.4,255.8,1019.1,74.6,9.9,94.9,8.3,5,10.0,2024-12-07T07:07:07,2024-12-07T16:28:24,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-08,54.7,38.2,46.3,54.7,31.6,43.3,22.5,39.0,0.0,0,0.0,,0.0,0.0,31.8,17.7,248.6,1010.6,52.3,9.9,94.1,8.2,5,10.0,2024-12-08T07:08:00,2024-12-08T16:28:25,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-09,50.6,43.1,47.3,50.6,41.5,45.9,38.6,72.8,0.182,100,25.0,rain,0.0,0.0,24.2,8.5,50.6,1014.9,68.5,7.9,27.6,2.5,1,10.0,2024-12-09T07:08:51,2024-12-09T16:28:28,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-10,50.4,44.7,46.7,50.4,40.5,43.7,43.5,88.6,0.236,100,20.83,rain,0.0,0.0,27.7,8.6,60.3,1017.1,99.9,3.4,13.9,1.1,1,10.0,2024-12-10T07:09:41,2024-12-10T16:28:34,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-11,60.3,42.7,54.7,60.3,35.8,53.7,51.4,88.5,0.845,100,87.5,rain,0.0,0.0,32.4,15.0,173.9,1004.2,99.6,5.1,11.6,0.8,1,10.0,2024-12-11T07:10:30,2024-12-11T16:28:41,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-12,42.4,30.1,36.8,34.2,22.8,28.5,15.2,42.6,0.0,0,0.0,,0.0,0.0,37.9,21.7,261.6,1019.2,22.2,9.9,104.4,9.0,5,10.0,2024-12-12T07:11:17,2024-12-12T16:28:51,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-13,32.9,27.4,29.8,25.3,17.6,21.4,5.4,35.2,0.0,0,0.0,,0.0,0.0,28.7,13.4,304.8,1037.2,26.8,9.9,110.8,9.6,5,10.0,2024-12-13T07:12:02,2024-12-13T16:29:04,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-14,33.8,25.7,29.6,33.8,17.4,24.0,10.2,44.1,0.0,0,0.0,,0.0,0.0,13.9,11.6,20.3,1046.2,8.6,9.9,107.0,9.4,5,10.0,2024-12-14T07:12:46,2024-12-14T16:29:18,0.48,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
New York,2024-12-15,41.1,28.3,34.5,35.9,20.7,29.3,22.1,60.1,0.005,100,4.17,rain,0.0,0.0,18.3,8.6,39.3,1041.6,51.8,9.9,55.3,4.8,4,10.0,2024-12-15T07:13:27,2024-12-15T16:29:35,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-16,51.3,38.2,44.8,51.3,34.0,41.9,41.4,88.0,0.889,100,83.33,rain,0.0,0.0,26.4,10.0,79.1,1028.8,100.0,4.2,26.2,2.2,1,10.0,2024-12-16T07:14:07,2024-12-16T16:29:54,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-17,58.7,51.0,53.6,58.7,51.0,53.6,42.8,69.0,0.085,100,16.67,rain,0.0,0.0,32.2,12.4,237.1,1019.9,65.8,9.4,71.3,6.3,4,10.0,2024-12-17T07:14:46,2024-12-17T16:30:15,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-18,53.2,43.0,47.7,53.2,40.9,46.9,33.3,58.9,0.128,100,20.83,rain,0.0,0.0,13.2,8.3,83.3,1020.8,48.0,8.7,87.6,7.7,5,10.0,2024-12-18T07:15:22,2024-12-18T16:30:39,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-19,44.6,36.9,41.5,40.6,31.3,35.8,26.8,56.8,0.148,100,16.67,rain,0.0,0.0,29.8,17.0,321.0,1022.7,54.7,9.5,76.2,6.5,5,10.0,2024-12-19T07:15:56,2024-12-19T16:31:04,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-20,37.1,33.4,35.8,30.9,25.4,28.4,26.6,69.9,0.042,100,20.83,"rain,snow",0.3,0.0,29.8,17.0,38.0,1017.4,89.7,8.8,13.2,1.1,1,10.0,2024-12-20T07:16:29,2024-12-20T16:31:32,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-21,33.4,20.4,28.5,27.6,8.8,18.1,16.7,62.7,0.127,100,33.33,"rain,snow",1.2,0.9,38.0,23.0,315.0,1017.2,70.9,6.8,105.5,9.1,5,10.0,2024-12-21T07:16:59,2024-12-21T16:32:02,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-22,20.9,14.4,18.2,13.3,0.7,6.0,1.3,47.6,0.0,0,0.0,,0.0,0.3,28.9,18.4,321.0,1030.8,10.8,9.9,107.3,9.3,5,10.0,2024-12-22T07:17:28,2024-12-22T16:32:34,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-23,29.8,12.5,20.6,27.0,1.3,15.0,4.5,50.1,0.0,0,0.0,,0.0,0.1,15.2,9.2,11.6,1035.8,21.5,9.9,97.5,8.4,4,10.0,2024-12-23T07:17:54,2024-12-23T16:33:07,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-24,39.3,28.7,33.7,35.0,21.3,27.4,21.8,62.1,0.054,100,12.5,"rain,snow",0.8,0.1,20.8,13.0,274.8,1025.7,71.5,8.9,50.5,4.3,4,10.0,2024-12-24T07:18:19,2024-12-24T16:33:43,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-25,35.4,28.9,32.9,33.5,21.0,28.5,20.8,60.9,0.0,0,0.0,,0.0,0.0,18.3,9.6,5.6,1028.4,65.1,9.9,69.8,6.1,5,10.0,2024-12-25T07:18:41,2024-12-25T16:34:21,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-26,36.0,25.0,30.3,36.0,18.1,26.2,16.8,57.4,0.0,0,0.0,,0.0,0.0,11.2,6.8,7.1,1031.2,21.3,9.9,109.5,9.5,6,10.0,2024-12-26T07:19:01,2024-12-26T16:35:01,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-27,42.5,26.4,34.8,42.3,21.6,33.6,22.9,61.7,0.0,0,0.0,,0.0,0.0,9.4,5.8,351.7,1030.3,31.6,9.8,83.2,7.1,4,10.0,2024-12-27T07:19:19,2024-12-27T16:35:42,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-28,50.9,39.3,44.8,50.9,36.6,44.4,40.5,84.9,0.528,100,91.67,rain,0.0,0.0,8.3,5.6,337.4,1024.8,100.0,3.3,18.9,1.6,1,10.0,2024-12-28T07:19:35,2024-12-28T16:36:26,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-29,64.5,49.2,54.6,64.5,48.4,54.6,47.7,77.8,0.156,100,33.33,rain,0.0,0.0,32.4,16.9,160.3,1017.4,92.9,6.5,53.9,4.6,3,10.0,2024-12-29T07:19:48,2024-12-29T16:37:11,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-30,57.8,48.7,54.8,57.8,47.9,54.7,40.3,61.2,0.338,100,25.0,rain,0.0,0.0,34.4,21.1,224.7,1005.0,72.4,8.8,79.9,6.9,5,10.0,2024-12-30T07:20:00,2024-12-30T16:37:58,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-12-31,52.2,44.5,48.0,52.2,38.6,45.8,33.8,58.9,0.447,100,12.5,rain,0.0,0.0,23.0,13.5,124.4,1009.8,28.7,9.2,102.3,8.8,5,10.0,2024-12-31T07:20:09,2024-12-31T16:38:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
London,2024-10-16,72.2,58.4,64.1,72.2,58.4,64.1,59.4,85.2,0.0,0,0.0,,0.0,0.0,23.9,12.6,149.5,1002.3,89.4,8.5,33.8,3.0,2,,2024-10-16T07:26:53,2024-10-16T18:04:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-17,65.4,53.3,60.1,65.4,53.3,60.1,54.6,83.1,0.047,100,12.5,rain,0.0,0.0,14.7,10.0,228.4,1009.0,49.6,9.5,45.0,3.8,2,,2024-10-17T07:28:35,2024-10-17T18:02:09,0.5,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-18,61.4,50.2,54.5,61.4,50.2,54.5,50.7,87.8,0.0,0,0.0,,0.0,0.0,16.9,11.2,210.8,1014.1,52.6,7.4,55.7,4.8,4,,2024-10-18T07:30:18,2024-10-18T18:00:03,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-19,62.9,51.0,57.4,62.9,51.0,57.4,53.0,86.1,0.245,100,41.67,rain,0.0,0.0,21.9,14.2,217.6,1011.1,61.7,9.5,26.7,2.2,1,,2024-10-19T07:32:01,2024-10-19T17:57:58,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-20,63.8,53.0,58.2,63.8,53.0,58.2,53.7,85.2,0.04,100,12.5,rain,0.0,0.0,32.5,19.4,200.1,1010.6,72.3,6.7,17.6,1.6,1,,2024-10-20T07:33:45,2024-10-20T17:55:54,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-21,58.4,50.3,55.7,58.4,50.3,55.7,50.2,82.0,0.0,0,0.0,,0.0,0.0,20.8,11.5,218.0,1020.2,46.8,7.7,20.3,1.7,1,,2024-10-21T07:35:29,2024-10-21T17:53:52,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-22,61.4,46.7,53.7,61.4,44.1,53.0,50.1,88.4,0.0,0,0.0,,0.0,0.0,16.4,12.6,216.4,1027.7,33.5,8.4,55.8,4.8,5,,2024-10-22T07:37:13,2024-10-22T17:51:50,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-23,62.3,52.4,56.6,62.3,52.4,56.6,52.1,85.4,0.0,0,0.0,,0.0,0.0,12.8,9.7,185.2,1031.0,62.8,8.1,42.2,3.6,3,,2024-10-23T07:38:57,2024-10-23T17:49:49,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-24,64.5,49.2,55.9,64.5,46.7,55.7,51.0,84.4,0.008,100,4.17,rain,0.0,0.0,19.1,11.5,134.5,1019.5,34.4,9.4,59.2,5.1,4,,2024-10-24T07:40:42,2024-10-24T17:47:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London,2024-10-25,62.0,53.3,57.5,62.0,53.3,57.5,55.9,94.3,0.024,100,8.33,rain,0.0,0.0,13.3,7.2,131.1,1013.7,77.9,5.1,13.3,1.2,1,,2024-10-25T07:42:27,2024-10-25T17:45:51,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-26,58.7,48.8,54.1,58.7,48.8,54.1,52.4,94.3,0.008,100,4.17,rain,0.0,0.0,6.7,5.6,231.8,1016.0,71.2,6.4,22.5,2.0,2,,2024-10-26T07:44:12,2024-10-26T17:43:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,EGLC,03772099999,03770099999"
London,2024-10-27,59.3,45.8,52.3,59.3,45.6,52.2,47.9,86.1,0.0,0,0.0,,0.0,0.0,14.2,8.3,232.9,1021.3,38.4,7.7,56.5,5.1,4,,2024-10-27T06:45:58,2024-10-27T16:41:58,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-28,59.3,53.9,56.9,59.3,53.9,56.9,53.9,89.8,0.024,100,12.5,rain,0.0,0.0,22.5,12.7,221.6,1021.6,90.5,6.8,27.0,2.4,2,,2024-10-28T06:47:43,2024-10-28T16:40:04,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-10-29,61.0,53.7,57.4,61.0,53.7,57.4,54.3,89.8,0.016,100,4.17,rain,0.0,0.0,11.6,6.3,268.2,1024.3,96.3,8.2,23.8,2.0,2,,2024-10-29T06:49:29,2024-10-29T16:38:11,0.9,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-10-30,59.3,52.0,56.2,59.3,52.0,56.2,50.4,81.0,0.0,0,0.0,,0.0,0.0,7.8,4.0,4.9,1028.7,89.6,6.6,29.7,2.5,1,,2024-10-30T06:51:15,2024-10-30T16:36:19,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-10-31,59.6,49.4,54.4,59.6,49.4,54.4,49.3,83.2,0.0,0,0.0,,0.0,0.0,7.2,4.3,320.3,1027.0,95.9,5.9,29.7,2.5,2,,2024-10-31T06:53:01,2024-10-31T16:34:29,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-01,55.6,53.0,54.3,55.6,53.0,54.3,48.2,79.9,0.0,0,0.0,,0.0,0.0,12.7,9.2,308.9,1025.3,99.9,6.7,22.8,1.9,1,,2024-11-01T06:54:47,2024-11-01T16:32:41,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-11-02,58.4,53.9,55.6,58.4,53.9,55.6,50.7,83.6,0.008,100,4.17,rain,0.0,0.0,17.5,9.5,83.6,1029.8,99.7,7.0,19.4,1.8,1,,2024-11-02T06:56:33,2024-11-02T16:30:54,0.03,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-03,55.1,52.4,54.2,55.1,52.4,54.2,47.7,78.7,0.0,0,0.0,,0.0,0.0,13.9,8.6,101.3,1028.2,100.0,6.4,12.9,1.2,1,,2024-11-03T06:58:19,2024-11-03T16:29:08,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-04,55.1,51.0,52.2,55.1,51.0,52.2,46.4,80.7,0.0,0,0.0,,0.0,0.0,10.9,8.1,91.9,1025.1,86.1,5.9,22.4,2.0,2,,2024-11-04T07:00:05,2024-11-04T16:27:25,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,EGLC,03772099999,03770099999"
London,2024-11-05,53.3,50.6,51.7,53.3,50.6,51.7,47.4,85.3,0.0,0,0.0,,0.0,0.0,7.5,4.5,322.5,1023.4,99.5,3.3,20.3,1.6,1,,2024-11-05T07:01:51,2024-11-05T16:25:43,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-11-06,51.2,49.4,50.2,51.2,48.1,50.1,48.2,92.8,0.0,0,0.0,,0.0,0.0,8.6,4.6,88.6,1030.5,100.0,2.7,6.5,0.6,0,,2024-11-06T07:03:37,2024-11-06T16:24:03,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-07,54.8,48.8,51.1,54.8,47.8,50.9,47.7,88.4,0.0,0,0.0,,0.0,0.0,12.3,8.5,98.8,1030.3,99.7,3.7,10.8,1.0,1,,2024-11-07T07:05:23,2024-11-07T16:22:25,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-11-08,50.3,47.6,49.0,50.3,45.0,46.9,43.5,81.1,0.0,0,0.0,,0.0,0.0,11.2,7.7,104.8,1025.5,99.7,4.9,9.5,0.8,1,,2024-11-08T07:07:09,2024-11-08T16:20:48,0.24,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-09,48.5,45.8,47.2,48.3,44.7,46.8,39.8,75.7,0.0,0,0.0,,0.0,0.0,6.4,4.4,318.3,1024.2,100.0,5.5,9.8,0.8,0,,2024-11-09T07:08:54,2024-11-09T16:19:14,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-10,51.5,42.5,48.3,51.5,42.5,48.0,44.3,86.2,0.0,0,0.0,,0.0,0.0,8.9,5.2,225.9,1028.0,89.7,4.6,13.1,1.2,1,,2024-11-10T07:10:39,2024-11-10T16:17:41,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-11,53.9,46.1,50.7,53.9,43.3,49.9,43.8,77.9,0.0,0,0.0,,0.0,0.0,12.4,8.6,335.1,1034.8,35.3,8.7,24.4,2.1,1,,2024-11-11T07:12:24,2024-11-11T16:16:11,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-12,55.1,45.7,49.7,55.1,40.8,47.7,43.4,79.4,0.016,100,4.17,rain,0.0,0.0,24.2,16.3,19.2,1035.6,61.4,9.2,41.1,3.5,3,,2024-11-12T07:14:09,2024-11-12T16:14:43,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-13,53.7,44.7,49.3,53.7,42.7,47.9,44.0,82.3,0.0,0,0.0,,0.0,0.0,12.7,7.3,358.5,1034.9,54.2,7.7,29.5,2.6,2,,2024-11-13T07:15:53,2024-11-13T16:13:17,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-11-14,54.2,46.1,50.3,54.2,45.1,50.0,44.2,80.2,0.0,0,0.0,,0.0,0.0,15.6,9.0,29.6,1031.5,94.8,7.1,17.6,1.7,1,,2024-11-14T07:17:36,2024-11-14T16:11:53,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-15,49.4,40.7,46.6,48.9,39.7,45.4,39.9,78.0,0.0,0,0.0,,0.0,0.0,8.6,6.9,260.0,1027.4,80.5,9.7,19.7,1.7,1,,2024-11-15T07:19:19,2024-11-15T16:10:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999"
London,2024-11-16,51.9,41.1,47.0,51.9,38.7,45.6,43.5,87.6,0.008,100,4.17,rain,0.0,0.0,15.8,10.4,250.1,1018.8,90.0,8.0,10.5,1.0,1,,2024-11-16T07:21:02,2024-11-16T16:09:12,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2024-11-17,52.4,45.2,47.8,52.4,40.5,44.8,42.3,81.7,0.024,100,8.33,rain,0.0,0.0,20.5,14.4,267.5,1014.6,70.4,11.4,26.7,2.3,2,,2024-11-17T07:22:43,2024-11-17T16:07:55,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,EGLC,03772099999,03770099999"
London,2024-11-18,47.4,44.5,45.8,45.9,39.8,44.1,43.1,90.1,0.394,100,66.67,rain,0.0,0.0,20.6,8.6,115.5,1009.4,86.0,5.7,18.5,1.6,1,,2024-11-18T07:24:24,2024-11-18T16:06:41,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"EGWU,EGLL,D5621,EGLC"
